event_type,timestamp,order_id,time,quantity,wait_time,remaining_parts,machine,item_id,start_time,end_time,processing_time,failure_time,repair_time,downtime,departure_time,products_shipped,delay_time,product_ids,parts_added,new_level
warehouse_get,60.60847054456679,,60.60847054456679,1.0,0.0,382.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,288.0,60.575137211233475,60.641803877900145,0.06666666666666998,,,,,,,,,
order_completed,60.641803877900145,288.0,60.641803877900145,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,302.0,60.60847054456679,60.69180387790013,0.0833333333333357,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,318.0,60.60847054456679,60.69180387790013,0.0833333333333357,,,,,,,,,
warehouse_get,60.69180387790013,,60.69180387790013,1.0,0.0,381.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,289.0,60.641803877900145,60.708470544566815,0.06666666666666998,,,,,,,,,
order_completed,60.708470544566815,289.0,60.708470544566815,,,,,,,,,,,,,,,,,
order_arrival,60.732138893979766,395.0,60.732138893979766,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,303.0,60.69180387790013,60.775137211233464,0.0833333333333357,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,319.0,60.69180387790013,60.775137211233464,0.0833333333333357,,,,,,,,,
warehouse_get,60.775137211233464,,60.775137211233464,1.0,0.0,380.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,290.0,60.708470544566815,60.775137211233485,0.06666666666666998,,,,,,,,,
order_completed,60.775137211233485,290.0,60.775137211233485,,,,,,,,,,,,,,,,,
order_arrival,60.82358719446408,396.0,60.82358719446408,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,291.0,60.775137211233485,60.841803877900155,0.06666666666666998,,,,,,,,,
order_completed,60.841803877900155,291.0,60.841803877900155,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,304.0,60.775137211233464,60.8584705445668,0.0833333333333357,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,320.0,60.775137211233464,60.8584705445668,0.0833333333333357,,,,,,,,,
warehouse_get,60.8584705445668,,60.8584705445668,1.0,0.0,379.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,292.0,60.841803877900155,60.908470544566825,0.06666666666666998,,,,,,,,,
order_completed,60.908470544566825,292.0,60.908470544566825,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,305.0,60.8584705445668,60.941803877900135,0.0833333333333357,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,321.0,60.8584705445668,60.941803877900135,0.0833333333333357,,,,,,,,,
warehouse_get,60.941803877900135,,60.941803877900135,1.0,0.0,378.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,293.0,60.908470544566825,60.975137211233495,0.06666666666666998,,,,,,,,,
order_completed,60.975137211233495,293.0,60.975137211233495,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,306.0,60.941803877900135,61.02513721123347,0.0833333333333357,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,322.0,60.941803877900135,61.02513721123347,0.0833333333333357,,,,,,,,,
warehouse_get,61.02513721123347,,61.02513721123347,1.0,0.0,377.0,,,,,,,,,,,,,,
machine_failure,0.0,,,,,,Machine C,,,,,61.03883607618576,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,294.0,60.975137211233495,61.041803877900165,0.06666666666666998,,,,,,,,,
order_completed,61.041803877900165,294.0,61.041803877900165,,,,,,,,,,,,,,,,,
order_arrival,61.06606911315902,397.0,61.06606911315902,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,307.0,61.02513721123347,61.108470544566806,0.0833333333333357,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,323.0,61.02513721123347,61.108470544566806,0.0833333333333357,,,,,,,,,
warehouse_get,61.108470544566806,,61.108470544566806,1.0,0.0,376.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,308.0,61.108470544566806,61.19180387790014,0.0833333333333357,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,324.0,61.108470544566806,61.19180387790014,0.0833333333333357,,,,,,,,,
warehouse_get,61.19180387790014,,61.19180387790014,1.0,0.0,375.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,309.0,61.19180387790014,61.27513721123348,0.0833333333333357,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,325.0,61.19180387790014,61.27513721123348,0.0833333333333357,,,,,,,,,
warehouse_get,61.27513721123348,,61.27513721123348,1.0,0.0,374.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,310.0,61.27513721123348,61.35847054456681,0.0833333333333357,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,326.0,61.27513721123348,61.35847054456681,0.0833333333333357,,,,,,,,,
warehouse_get,61.35847054456681,,61.35847054456681,1.0,0.0,373.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,311.0,61.35847054456681,61.44180387790015,0.0833333333333357,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,327.0,61.35847054456681,61.44180387790015,0.0833333333333357,,,,,,,,,
order_arrival,61.72815805925269,398.0,61.72815805925269,,,,,,,,,,,,,,,,,
order_arrival,61.86390591001194,399.0,61.86390591001194,,,,,,,,,,,,,,,,,
order_arrival,62.31338462346424,400.0,62.31338462346424,,,,,,,,,,,,,,,,,
order_arrival,62.64643301759202,401.0,62.64643301759202,,,,,,,,,,,,,,,,,
order_arrival,62.78869790736212,402.0,62.78869790736212,,,,,,,,,,,,,,,,,
order_arrival,62.979254312819485,403.0,62.979254312819485,,,,,,,,,,,,,,,,,
order_arrival,63.084666732559526,404.0,63.084666732559526,,,,,,,,,,,,,,,,,
order_arrival,63.35096331001977,405.0,63.35096331001977,,,,,,,,,,,,,,,,,
machine_failure,0.0,,,,,,Machine A,,,,,63.38170184056281,,,,,,,,
order_arrival,63.470031786644014,406.0,63.470031786644014,,,,,,,,,,,,,,,,,
order_arrival,63.67421670820237,407.0,63.67421670820237,,,,,,,,,,,,,,,,,
order_arrival,63.77077727143967,408.0,63.77077727143967,,,,,,,,,,,,,,,,,
machine_repair,0.0,,,,,,Machine C,,,,,,63.79220914726612,2.753373071080364,,,,,,
order_arrival,63.81577924949803,409.0,63.81577924949803,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,2.799999999999841,,Machine C,295.0,63.841803877900006,63.908470544566676,0.06666666666666998,,,,,,,,,
order_completed,63.908470544566676,295.0,63.908470544566676,,,,,,,,,,,,,,,,,
warehouse_get,63.908470544566676,,63.908470544566676,1.0,0.0,372.0,,,,,,,,,,,,,,
order_arrival,63.96805568650494,410.0,63.96805568650494,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,296.0,63.908470544566676,63.975137211233346,0.06666666666666998,,,,,,,,,
order_completed,63.975137211233346,296.0,63.975137211233346,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,312.0,63.908470544566676,63.99180387790001,0.0833333333333357,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,297.0,63.975137211233346,64.04180387790001,0.06666666666666288,,,,,,,,,
order_completed,64.04180387790001,297.0,64.04180387790001,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,313.0,63.99180387790001,64.07513721123334,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,298.0,64.04180387790001,64.10847054456667,0.06666666666666288,,,,,,,,,
order_completed,64.10847054456667,298.0,64.10847054456667,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,314.0,64.07513721123334,64.15847054456667,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,299.0,64.10847054456667,64.17513721123333,0.06666666666666288,,,,,,,,,
order_completed,64.17513721123333,299.0,64.17513721123333,,,,,,,,,,,,,,,,,
order_arrival,64.18580142542812,411.0,64.18580142542812,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,315.0,64.15847054456667,64.2418038779,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,300.0,64.17513721123333,64.2418038779,0.06666666666666288,,,,,,,,,
order_completed,64.2418038779,300.0,64.2418038779,,,,,,,,,,,,,,,,,
lorry_departure,0.0,,,,,,,,,,,,,,64.2418038779,20.0,0.0,"[281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299, 300]",,
order_arrival,64.29630354416558,412.0,64.29630354416558,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,301.0,64.2418038779,64.30847054456666,0.06666666666666288,,,,,,,,,
order_completed,64.30847054456666,301.0,64.30847054456666,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,316.0,64.2418038779,64.32513721123333,0.0833333333333286,,,,,,,,,
order_arrival,64.34445782405383,413.0,64.34445782405383,,,,,,,,,,,,,,,,,
order_arrival,64.35655530284971,414.0,64.35655530284971,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,302.0,64.30847054456666,64.37513721123332,0.06666666666666288,,,,,,,,,
order_completed,64.37513721123332,302.0,64.37513721123332,,,,,,,,,,,,,,,,,
order_arrival,64.40702905005242,415.0,64.40702905005242,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,317.0,64.32513721123333,64.40847054456665,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,303.0,64.37513721123332,64.44180387789999,0.06666666666666288,,,,,,,,,
order_completed,64.44180387789999,303.0,64.44180387789999,,,,,,,,,,,,,,,,,
order_arrival,64.45458849568922,416.0,64.45458849568922,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,318.0,64.40847054456665,64.49180387789998,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,304.0,64.44180387789999,64.50847054456665,0.06666666666666288,,,,,,,,,
order_completed,64.50847054456665,304.0,64.50847054456665,,,,,,,,,,,,,,,,,
order_arrival,64.51237381569857,417.0,64.51237381569857,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,319.0,64.49180387789998,64.57513721123331,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,305.0,64.50847054456665,64.57513721123331,0.06666666666666288,,,,,,,,,
order_completed,64.57513721123331,305.0,64.57513721123331,,,,,,,,,,,,,,,,,
order_arrival,64.62890278011602,418.0,64.62890278011602,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,306.0,64.57513721123331,64.64180387789997,0.06666666666666288,,,,,,,,,
order_completed,64.64180387789997,306.0,64.64180387789997,,,,,,,,,,,,,,,,,
order_arrival,64.65124288740223,419.0,64.65124288740223,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,320.0,64.57513721123331,64.65847054456664,0.0833333333333286,,,,,,,,,
order_arrival,64.69069354634513,420.0,64.69069354634513,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,307.0,64.64180387789997,64.70847054456664,0.06666666666666288,,,,,,,,,
order_completed,64.70847054456664,307.0,64.70847054456664,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,321.0,64.65847054456664,64.74180387789997,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,308.0,64.70847054456664,64.7751372112333,0.06666666666666288,,,,,,,,,
order_completed,64.7751372112333,308.0,64.7751372112333,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,322.0,64.74180387789997,64.8251372112333,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,309.0,64.7751372112333,64.84180387789996,0.06666666666666288,,,,,,,,,
order_completed,64.84180387789996,309.0,64.84180387789996,,,,,,,,,,,,,,,,,
order_arrival,64.86829447310268,421.0,64.86829447310268,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,323.0,64.8251372112333,64.90847054456663,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,310.0,64.84180387789996,64.90847054456663,0.06666666666666288,,,,,,,,,
order_completed,64.90847054456663,310.0,64.90847054456663,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,311.0,64.90847054456663,64.97513721123329,0.06666666666666288,,,,,,,,,
order_completed,64.97513721123329,311.0,64.97513721123329,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,324.0,64.90847054456663,64.99180387789995,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,312.0,64.97513721123329,65.04180387789995,0.06666666666666288,,,,,,,,,
order_completed,65.04180387789995,312.0,65.04180387789995,,,,,,,,,,,,,,,,,
order_arrival,65.05213480023386,422.0,65.05213480023386,,,,,,,,,,,,,,,,,
order_arrival,65.06209244988763,423.0,65.06209244988763,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,325.0,64.99180387789995,65.07513721123328,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,313.0,65.04180387789995,65.10847054456661,0.06666666666666288,,,,,,,,,
order_completed,65.10847054456661,313.0,65.10847054456661,,,,,,,,,,,,,,,,,
order_arrival,65.14062826977097,424.0,65.14062826977097,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,326.0,65.07513721123328,65.15847054456661,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,314.0,65.10847054456661,65.17513721123328,0.06666666666666288,,,,,,,,,
order_completed,65.17513721123328,314.0,65.17513721123328,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,327.0,65.15847054456661,65.24180387789994,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,315.0,65.17513721123328,65.24180387789994,0.06666666666666288,,,,,,,,,
order_completed,65.24180387789994,315.0,65.24180387789994,,,,,,,,,,,,,,,,,
order_arrival,65.25796147284728,425.0,65.25796147284728,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,316.0,65.24180387789994,65.3084705445666,0.06666666666666288,,,,,,,,,
order_completed,65.3084705445666,316.0,65.3084705445666,,,,,,,,,,,,,,,,,
order_arrival,65.33858164066014,426.0,65.33858164066014,,,,,,,,,,,,,,,,,
order_arrival,65.3733401264637,427.0,65.3733401264637,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,317.0,65.3084705445666,65.37513721123327,0.06666666666666288,,,,,,,,,
order_completed,65.37513721123327,317.0,65.37513721123327,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,318.0,65.37513721123327,65.44180387789993,0.06666666666666288,,,,,,,,,
order_completed,65.44180387789993,318.0,65.44180387789993,,,,,,,,,,,,,,,,,
order_arrival,65.4550863240384,428.0,65.4550863240384,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,319.0,65.44180387789993,65.50847054456659,0.06666666666666288,,,,,,,,,
order_completed,65.50847054456659,319.0,65.50847054456659,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,320.0,65.50847054456659,65.57513721123325,0.06666666666666288,,,,,,,,,
order_completed,65.57513721123325,320.0,65.57513721123325,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,321.0,65.57513721123325,65.64180387789992,0.06666666666666288,,,,,,,,,
order_completed,65.64180387789992,321.0,65.64180387789992,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,322.0,65.64180387789992,65.70847054456658,0.06666666666666288,,,,,,,,,
order_completed,65.70847054456658,322.0,65.70847054456658,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,323.0,65.70847054456658,65.77513721123324,0.06666666666666288,,,,,,,,,
order_completed,65.77513721123324,323.0,65.77513721123324,,,,,,,,,,,,,,,,,
order_arrival,65.80791326450863,429.0,65.80791326450863,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,324.0,65.77513721123324,65.8418038778999,0.06666666666666288,,,,,,,,,
order_completed,65.8418038778999,324.0,65.8418038778999,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,325.0,65.8418038778999,65.90847054456657,0.06666666666666288,,,,,,,,,
order_completed,65.90847054456657,325.0,65.90847054456657,,,,,,,,,,,,,,,,,
order_arrival,65.9395024049797,430.0,65.9395024049797,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,326.0,65.90847054456657,65.97513721123323,0.06666666666666288,,,,,,,,,
order_completed,65.97513721123323,326.0,65.97513721123323,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,327.0,65.97513721123323,66.0418038778999,0.06666666666666288,,,,,,,,,
order_completed,66.0418038778999,327.0,66.0418038778999,,,,,,,,,,,,,,,,,
order_arrival,66.11787635757997,431.0,66.11787635757997,,,,,,,,,,,,,,,,,
lorry_departure,0.0,,,,,,,,,,,,,,66.2418038779,20.0,0.0,"[301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320]",,
order_arrival,66.40933213292647,432.0,66.40933213292647,,,,,,,,,,,,,,,,,
order_arrival,66.48112971582408,433.0,66.48112971582408,,,,,,,,,,,,,,,,,
order_arrival,66.48201674594085,434.0,66.48201674594085,,,,,,,,,,,,,,,,,
order_arrival,66.54704061100887,435.0,66.54704061100887,,,,,,,,,,,,,,,,,
order_arrival,66.75708446771678,436.0,66.75708446771678,,,,,,,,,,,,,,,,,
order_arrival,67.04514066182776,437.0,67.04514066182776,,,,,,,,,,,,,,,,,
machine_failure,0.0,,,,,,Machine C,,,,,67.20031088784599,,,,,,,,
order_arrival,67.50516156032779,438.0,67.50516156032779,,,,,,,,,,,,,,,,,
order_arrival,67.71162247346042,439.0,67.71162247346042,,,,,,,,,,,,,,,,,
order_arrival,67.83011490664246,440.0,67.83011490664246,,,,,,,,,,,,,,,,,
machine_repair,0.0,,,,,,Machine A,,,,,,67.93179934915128,4.5500975085884585,,,,,,
order_arrival,67.96878322338776,441.0,67.96878322338776,,,,,,,,,,,,,,,,,
order_arrival,68.0059412443869,442.0,68.0059412443869,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,4.049999999999777,,Machine A,328.0,67.95847054456645,68.04180387789978,0.0833333333333286,,,,,,,,,
warehouse_get,68.04180387789978,,68.04180387789978,1.0,0.0,371.0,,,,,,,,,,,,,,
order_arrival,68.09180278145976,443.0,68.09180278145976,,,,,,,,,,,,,,,,,
order_arrival,68.09622093729571,444.0,68.09622093729571,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,328.0,68.04180387789978,68.12513721123311,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,329.0,68.04180387789978,68.12513721123311,0.0833333333333286,,,,,,,,,
warehouse_get,68.12513721123311,,68.12513721123311,1.0,0.0,370.0,,,,,,,,,,,,,,
order_arrival,68.15767117396632,445.0,68.15767117396632,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,329.0,68.12513721123311,68.20847054456644,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,330.0,68.12513721123311,68.20847054456644,0.0833333333333286,,,,,,,,,
warehouse_get,68.20847054456644,,68.20847054456644,1.0,0.0,369.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,330.0,68.20847054456644,68.29180387789977,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,331.0,68.20847054456644,68.29180387789977,0.0833333333333286,,,,,,,,,
warehouse_get,68.29180387789977,,68.29180387789977,1.0,0.0,368.0,,,,,,,,,,,,,,
order_arrival,68.3281846134165,446.0,68.3281846134165,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,331.0,68.29180387789977,68.3751372112331,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,332.0,68.29180387789977,68.3751372112331,0.0833333333333286,,,,,,,,,
warehouse_get,68.3751372112331,,68.3751372112331,1.0,0.0,367.0,,,,,,,,,,,,,,
order_arrival,68.40589152499288,447.0,68.40589152499288,,,,,,,,,,,,,,,,,
order_arrival,68.43294809387335,448.0,68.43294809387335,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,332.0,68.3751372112331,68.45847054456642,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,333.0,68.3751372112331,68.45847054456642,0.0833333333333286,,,,,,,,,
warehouse_get,68.45847054456642,,68.45847054456642,1.0,0.0,366.0,,,,,,,,,,,,,,
order_arrival,68.52744301039621,449.0,68.52744301039621,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,333.0,68.45847054456642,68.54180387789975,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,334.0,68.45847054456642,68.54180387789975,0.0833333333333286,,,,,,,,,
warehouse_get,68.54180387789975,,68.54180387789975,1.0,0.0,365.0,,,,,,,,,,,,,,
order_arrival,68.54792387662054,450.0,68.54792387662054,,,,,,,,,,,,,,,,,
machine_repair,0.0,,,,,,Machine C,,,,,,68.55791377242987,1.3576028845838852,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,334.0,68.54180387789975,68.62513721123308,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,335.0,68.54180387789975,68.62513721123308,0.0833333333333286,,,,,,,,,
warehouse_get,68.62513721123308,,68.62513721123308,1.0,0.0,364.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.4499999999999744,,Machine C,328.0,68.57513721123308,68.64180387789975,0.06666666666666288,,,,,,,,,
order_completed,68.64180387789975,328.0,68.64180387789975,,,,,,,,,,,,,,,,,
order_arrival,68.69395504243982,451.0,68.69395504243982,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,335.0,68.62513721123308,68.70847054456641,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,336.0,68.62513721123308,68.70847054456641,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,329.0,68.64180387789975,68.70847054456641,0.06666666666666288,,,,,,,,,
order_completed,68.70847054456641,329.0,68.70847054456641,,,,,,,,,,,,,,,,,
warehouse_get,68.70847054456641,,68.70847054456641,1.0,0.0,363.0,,,,,,,,,,,,,,
order_arrival,68.76909135040601,452.0,68.76909135040601,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,330.0,68.70847054456641,68.77513721123307,0.06666666666666288,,,,,,,,,
order_completed,68.77513721123307,330.0,68.77513721123307,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,336.0,68.70847054456641,68.79180387789974,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,337.0,68.70847054456641,68.79180387789974,0.0833333333333286,,,,,,,,,
warehouse_get,68.79180387789974,,68.79180387789974,1.0,0.0,362.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,331.0,68.77513721123307,68.84180387789974,0.06666666666666288,,,,,,,,,
order_completed,68.84180387789974,331.0,68.84180387789974,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,337.0,68.79180387789974,68.87513721123307,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,338.0,68.79180387789974,68.87513721123307,0.0833333333333286,,,,,,,,,
warehouse_get,68.87513721123307,,68.87513721123307,1.0,0.0,361.0,,,,,,,,,,,,,,
machine_failure,0.0,,,,,,Machine C,,,,,68.88595439277249,,,,,,,,
order_arrival,68.89374322295352,453.0,68.89374322295352,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,332.0,68.84180387789974,68.9084705445664,0.06666666666666288,,,,,,,,,
order_completed,68.9084705445664,332.0,68.9084705445664,,,,,,,,,,,,,,,,,
machine_repair,0.0,,,,,,Machine C,,,,,,68.95464459363203,0.06869020085954139,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,338.0,68.87513721123307,68.9584705445664,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,339.0,68.87513721123307,68.9584705445664,0.0833333333333286,,,,,,,,,
warehouse_get,68.9584705445664,,68.9584705445664,1.0,0.0,360.0,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.04999999999999716,,Machine C,333.0,68.9584705445664,69.02513721123306,0.06666666666666288,,,,,,,,,
order_completed,69.02513721123306,333.0,69.02513721123306,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,339.0,68.9584705445664,69.04180387789972,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,340.0,68.9584705445664,69.04180387789972,0.0833333333333286,,,,,,,,,
warehouse_get,69.04180387789972,,69.04180387789972,1.0,0.0,359.0,,,,,,,,,,,,,,
order_arrival,69.04814099448767,454.0,69.04814099448767,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,334.0,69.02513721123306,69.09180387789972,0.06666666666666288,,,,,,,,,
order_completed,69.09180387789972,334.0,69.09180387789972,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,340.0,69.04180387789972,69.12513721123305,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,341.0,69.04180387789972,69.12513721123305,0.0833333333333286,,,,,,,,,
warehouse_get,69.12513721123305,,69.12513721123305,1.0,0.0,358.0,,,,,,,,,,,,,,
order_arrival,69.14104144892771,455.0,69.14104144892771,,,,,,,,,,,,,,,,,
order_arrival,69.14878039194961,456.0,69.14878039194961,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,335.0,69.09180387789972,69.15847054456638,0.06666666666666288,,,,,,,,,
order_completed,69.15847054456638,335.0,69.15847054456638,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,341.0,69.12513721123305,69.20847054456638,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,342.0,69.12513721123305,69.20847054456638,0.0833333333333286,,,,,,,,,
warehouse_get,69.20847054456638,,69.20847054456638,1.0,0.0,357.0,,,,,,,,,,,,,,
order_arrival,69.22026911157332,457.0,69.22026911157332,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,336.0,69.15847054456638,69.22513721123305,0.06666666666666288,,,,,,,,,
order_completed,69.22513721123305,336.0,69.22513721123305,,,,,,,,,,,,,,,,,
order_arrival,69.25594303716622,458.0,69.25594303716622,,,,,,,,,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine B,342.0,69.20847054456638,69.29180387789971,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine A,343.0,69.20847054456638,69.29180387789971,0.0833333333333286,,,,,,,,,
machine_processing,0.0,,,,0.0,,Machine C,337.0,69.22513721123305,69.29180387789971,0.06666666666666288,,,,,,,,,
order_completed,69.29180387789971,337.0,69.29180387789971,,,,,,,,,,,,,,,,,
